parametres,cours_eau,station_mesure,code_prelevement,date_prelevement,date_analyse,resultat_analyse,unite_mesure,qualification_resultat,,,,,,,,
Méthoxychlore,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.005,µg/L,Correcte,,,,,,,,
Naphtalène,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.005,µg/L,Correcte,,,,,,,,
Phosphore_total,le_Falleron,FALLERON_à_MACHECOUL,20190102160257-PC-412121,2016-01-29,2016-01-30,0.36,mg(P)/L,Correcte,,,,,,,,
Benfluraline,le_Falleron,FALLERON_à_MACHECOUL,20190102160335-PC-412170,2016-07-28,2016-07-29,0.1,µg/L,Correcte,,,,,,,,
Bifénox,le_Falleron,FALLERON_à_MACHECOUL,20190102160335-PC-412170,2016-07-28,2016-07-29,0.01,µg/L,Correcte,,,,,,,,
Tébuconazole,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.006,µg/L,Correcte,,,,,,,,
Methamidophos,le_Falleron,FALLERON_à_MACHECOUL,20190102160335-PC-412170,2016-07-28,2016-07-29,0.02,µg/L,Correcte,,,,,,,,
2-chloro-4-nitrotoluene,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203717-PC-424689,2016-05-27,2016-05-28,0.05,µg/L,Correcte,,,,,,,,
Nuarimol,le_Hâvre,DONNEAU_à_PANNECE,20190102221014-PC-428723,2016-08-31,2016-09-01,0.005,µg/L,Correcte,,,,,,,,
Dichlofenthion,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203834-PC-424737,2016-10-24,2016-10-25,0.02,µg/L,Correcte,,,,,,,,
Diclofop_méthyl,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203834-PC-424737,2016-10-24,2016-10-25,0.01,µg/L,Correcte,,,,,,,,
Pyrazophos,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203834-PC-424737,2016-10-24,2016-10-25,0.005,µg/L,Correcte,,,,,,,,
Desmétryne,le_Hâvre,DONNEAU_à_PANNECE,20190102221014-PC-428723,2016-08-31,2016-09-02,0.005,µg/L,Correcte,,,,,,,,
Chloro-4_Nitrotoluène-2,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203851-PC-424747,2016-12-21,2016-12-22,0.05,µg/L,Correcte,,,,,,,,
Mécoprop,le_Hâvre,DONNEAU_à_PANNECE,20190102221014-PC-428723,2016-08-31,2016-09-02,0.042,µg/L,Correcte,,,,,,,,
Azaconazole,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203538-PC-424646,2016-07-28,2016-07-29,0.01,µg/L,Correcte,,,,,,,,
Pencycuron,le_Hâvre,DONNEAU_à_PANNECE,20190102221014-PC-428723,2016-08-31,2016-09-02,0.005,µg/L,Correcte,,,,,,,,
PCB_18,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203538-PC-424646,2016-07-28,2016-07-29,0.01,µg/L,Correcte,,,,,,,,
Spiroxamine,le_Hâvre,DONNEAU_à_PANNECE,20190102221014-PC-428723,2016-08-31,2016-09-02,0.005,µg/L,Correcte,,,,,,,,
Pyrène,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203624-PC-424659,2016-04-29,2016-04-30,0.002,µg/L,Correcte,,,,,,,,
Difethialone,le_Hâvre,DONNEAU_à_PANNECE,20190102221023-PC-428725,2016-09-30,2016-10-04,0.02,µg/L,Correcte,,,,,,,,
Chloro-4_Nitrotoluène-2,les_Fraîches,RAU_LES_FRAICHES_À_SAINTE-PAZANNE,20190102203624-PC-424659,2016-04-29,2016-04-30,0.05,µg/L,Correcte,,,,,,,,
Pencycuron,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Fosthiazate,la_Roche,RAU_DE_LA_ROCHE_À_LA_LIMOUZINIERE,20190102161334-PC-412591,2016-05-27,2016-05-28,0.1,µg/L,Correcte,,,,,,,,
Flazasulfuron,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
DDE_44',la_Roche,RAU_DE_LA_ROCHE_À_LA_LIMOUZINIERE,20190102161408-PC-412612,2016-06-28,2016-06-29,0.002,µg/L,Correcte,,,,,,,,
Pyrazoxyfen,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Benalaxyl,la_Roche,RAU_DE_LA_ROCHE_À_LA_LIMOUZINIERE,20190102161408-PC-412612,2016-06-28,2016-06-29,0.005,µg/L,Correcte,,,,,,,,
Carbétamide,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Ethiophencarbe,la_Roche,RAU_DE_LA_ROCHE_À_LA_LIMOUZINIERE,20190102161408-PC-412612,2016-06-28,2016-06-29,0.1,µg/L,Correcte,,,,,,,,
mandipropamid,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Cythioate,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-01,0.02,µg/L,Correcte,,,,,,,,
Métaldéhyde,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-04,0.02,µg/L,Correcte,,,,,,,,
Ethofumésate,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
2-Chloro-3-nitrotoluene,la_Roche,RAU_DE_LA_ROCHE_À_LA_LIMOUZINIERE,20190102161746-PC-412752,2016-11-28,2016-11-29,0.05,µg/L,Correcte,,,,,,,,
Tolylfluanide,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
MCPA-1-butyl_ester,le_Hâvre,DONNEAU_à_PANNECE,20190102221018-PC-428724,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
Indéno_(123cd)_pyrène,la_Roche,RAU_DE_LA_ROCHE_À_LA_LIMOUZINIERE,20190102161822-PC-412767,2016-12-21,2016-12-22,0.0006000000000000001,µg/L,Correcte,,,,,,,,
Atrazine_déisopropyl,le_Don,DON_à_GUEMENE-PENFAO,20181105101624-PC-17073,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
Heptachlore,le_Don,DON_à_GUEMENE-PENFAO,20181105101624-PC-17073,2018-12-10,2018-12-11,0.005,µg/L,Correcte,,,,,,,,
2-Éthylphenol,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.1,µg/L,Correcte,,,,,,,,
PCB_66,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.01,µg/L,Correcte,,,,,,,,
Métolachlore_énant_S,le_Don,DON_à_GUEMENE-PENFAO,20180830094241-PC-12804,2018-10-18,2018-10-19,0.1,µg/L,Correcte,,,,,,,,
Benzène,le_Don,DON_à_GUEMENE-PENFAO,20181001100611-PC-15631,2018-11-07,2018-11-08,0.2,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.6217385359,-1.79758355226,,,,
Diazinon,le_Chèzine,CHEZINE_à_NANTES,20190103112156-PC-440910,2017-12-19,2017-12-19,0.01,µg/L,Correcte,,,,,,,,
PCB_138,le_Don,DON_à_GUEMENE-PENFAO,20181001100611-PC-15631,2018-11-07,2018-11-08,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Terbuthylazine,le_Don,DON_à_GUEMENE-PENFAO,20181001100611-PC-15631,2018-11-07,2018-11-08,0.005,µg/L,Correcte,,,,,,,,
Fénitrothion,le_Chèzine,CHEZINE_à_NANTES,20190103112156-PC-440910,2017-12-19,2017-12-19,0.01,µg/L,Correcte,,,,,,,,
PCB_138,le_Falleron,FALLERON_à_MACHECOUL,20190219104456-PC-480183,2018-10-04,2018-10-05,0.002,µg/L,Correcte,,,,,,,,
Benfluraline,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.007,µg/L,Correcte,,,,,,,,
Mécoprop,le_Chèzine,CHEZINE_à_NANTES,20190103112156-PC-440910,2017-12-19,2017-12-19,0.004,µg/L,Correcte,,,,,,,,
Cyanazine,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.007,µg/L,Correcte,,,,,,,,
Ethoprophos,le_Chèzine,CHEZINE_à_NANTES,20190103112156-PC-440910,2017-12-19,2017-12-19,0.05,µg/L,Correcte,,,,,,,,
Hexachlorobenzène,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.002,µg/L,Correcte,,,,,,,,
Norflurazone,le_Chèzine,CHEZINE_à_NANTES,20190103112156-PC-440910,2017-12-19,2017-12-19,0.002,µg/L,Correcte,,,,,,,,
Perméthrine,le_Falleron,FALLERON_à_MACHECOUL,20190219104458-PC-480184,2018-11-15,2018-11-15,0.007,µg/L,Correcte,,,,,,,,
m-Methylaniline,le_Chèzine,CHEZINE_à_NANTES,20190103112156-PC-440910,2017-12-19,2017-12-19,0.05,µg/L,Correcte,,,,,,,,
Diméthoate,le_Chèzine,CHEZINE_à_NANTES,20190103112216-PC-440918,2017-11-27,2017-11-27,0.005,µg/L,Correcte,,,,,,,,
Oxychlordane,l'Ognon,OGNON_à_SORINIERES_(LES),20190103135441-PC-447664,2017-09-04,2017-09-04,0.001,µg/L,Correcte,,,,,,,,
Metconazole,l'Ognon,OGNON_à_SORINIERES_(LES),20190103135441-PC-447664,2017-09-04,2017-09-04,0.01,µg/L,Correcte,,,,,,,,
Pyridabène,l'Ognon,OGNON_à_SORINIERES_(LES),20190103135441-PC-447664,2017-09-04,2017-09-04,0.001,µg/L,Correcte,,,,,,,,
Siduron,l'Ognon,OGNON_à_SORINIERES_(LES),20190103135441-PC-447664,2017-09-04,2017-09-04,0.01,µg/L,Correcte,,,,,,,,
Quinoxyfen,l'Ognon,OGNON_à_SORINIERES_(LES),20190103135441-PC-447664,2017-09-04,2017-09-04,0.001,µg/L,Correcte,,,,,,,,
Dibromométhane,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,1.0,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.2929168587,-1.56789415281,,,,
Biphényle,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.01,µg/L,Correcte,,,,,,,,
Pyrifenox,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.002,µg/L,Correcte,,,,,,,,
Phosphate_de_tributyle,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.1,µg/L,Correcte,,,,,,,,
Chinométhionate,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.08,µg/L,Correcte,,,,,,,,
Pyridabène,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.01,µg/L,Correcte,,,,,,,,
Mésotrione,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.01,µg/L,Correcte,,,,,,,,
Fluroxypyr-meptyl,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.02,µg/L,Correcte,,,,,,,,
2-Naphtol,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.02,µg/L,Correcte,,,,,,,,
Musc_xylene,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.5,µg/L,Correcte,,,,,,,,
Dichlorobenzène_13,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.5,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.2929168587,-1.56789415281,,,,
Fréon_11,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.03,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.2929168587,-1.56789415281,,,,
Piperonyl_butoxyde,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.005,µg/L,Correcte,,,,,,,,
Trichloronat,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.01,µg/L,Correcte,,,,,,,,
Phosphate_de_tributyle,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.1,µg/L,Correcte,,,,,,,,
Pencycuron,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.005,µg/L,Correcte,,,,,,,,
Ioxynil_octanoate,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.01,µg/L,Correcte,,,,,,,,
C10-13-chloroalcanes,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134242-PC-447298,2017-03-16,2017-03-17,0.15,µg/L,Correcte,,,,,,,,
Carboxine,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134242-PC-447298,2017-03-16,2017-03-17,0.005,µg/L,Correcte,,,,,,,,
Triticonazole,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134242-PC-447298,2017-03-16,2017-03-17,0.002,µg/L,Correcte,,,,,,,,
Di-n-octyl_phthalate,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134242-PC-447298,2017-03-16,2017-03-17,0.5,µg/L,Correcte,,,,,,,,
Dichlorvos,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.005,µg/L,Correcte,,,,,,,,
Pentachlorophénol,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.02,µg/L,Correcte,,,,,,,,
Phénanthrène,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.002,µg/L,Correcte,,,,,,,,
Prosulfocarbe,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.005,µg/L,Correcte,,,,,,,,
Chloroforme,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.5,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.2929168587,-1.56789415281,,,,
Monolinuron,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.002,µg/L,Correcte,,,,,,,,
Parathion_éthyl,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.01,µg/L,Correcte,,,,,,,,
Disulfoton,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.05,µg/L,Correcte,,,,,,,,
Phénanthrène,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.002,µg/L,Correcte,,,,,,,,
PCB_194,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.001,µg/L,Correcte,,,,,,,,
Procymidone,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134255-PC-447301,2017-01-17,2017-01-18,0.01,µg/L,Correcte,,,,,,,,
Chlorsulfuron,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.002,µg/L,Correcte,,,,,,,,
Carbaryl,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.002,µg/L,Correcte,,,,,,,,
Chloronaphtalène-2,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.02,µg/L,Correcte,,,,,,,,
Triazophos,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.05,µg/L,Correcte,,,,,,,,
Teinte_de_l'eau,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,,X,Correcte,,,,,,,,
Dipentyl_phtalate,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.5,µg/L,Correcte,,,,,,,,
2-Éthylphenol,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134247-PC-447299,2017-04-27,2017-04-28,0.1,µg/L,Correcte,,,,,,,,
Alachlore,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.002,µg/L,Correcte,,,,,,,,
Azinphos_éthyl,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134251-PC-447300,2017-02-27,2017-02-28,0.01,µg/L,Correcte,,,,,,,,
Métosulame,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.005,µg/L,Correcte,,,,,,,,
4-isopropylaniline,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.2,µg/L,Correcte,,,,,,,,
Oxyfluorfene,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.02,µg/L,Correcte,,,,,,,,
Hexachloropentadiene,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.04,µg/L,Correcte,,,,,,,,
Trifloxystrobine,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.001,µg/L,Correcte,,,,,,,,
2-chloro-4-nitrotoluene,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.05,µg/L,Correcte,,,,,,,,
Didéméthylisoproturon,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.002,µg/L,Correcte,,,,,,,,
Diisobutyl_phthalate,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.5,µg/L,Correcte,,,,,,,,
Acetamiprid,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.005,µg/L,Correcte,,,,,,,,
Metolachlor_ESA,le_Chèzine,CHEZINE_à_NANTES,20190103112009-PC-440864,2017-04-27,2017-04-28,0.02,µg/L,Correcte,,,,,,,,
Taux_de_saturation_en_O2,le_Chèzine,CHEZINE_à_NANTES,20190103112023-PC-440870,2017-02-16,2017-02-16,96.7,%,Correcte,,,,,,,,
Lambda-cyhalothrine,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.03,µg/L,Correcte,,,,,,,,
PCB_118,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.005,µg/L,Correcte,,,,,,,,
PCB_153,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Prométryne,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.002,µg/L,Correcte,,,,,,,,
Terbuthylazine,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.002,µg/L,Correcte,,,,,,,,
Acrinathrine,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.04,µg/L,Correcte,,,,,,,,
Carbétamide,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.002,µg/L,Correcte,,,,,,,,
PCB_209,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.001,µg/L,Correcte,,,,,,,,
Procymidone,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.01,µg/L,Correcte,,,,,,,,
Flurochloridone,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.02,µg/L,Correcte,,,,,,,,
Coumaphos,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.05,µg/L,Correcte,,,,,,,,
Profenofos,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.005,µg/L,Correcte,,,,,,,,
Heptenophos,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.05,µg/L,Correcte,,,,,,,,
Krésoxym-méthyl,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.01,µg/L,Correcte,,,,,,,,
Mepanipyrim,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.02,µg/L,Correcte,,,,,,,,
Phenthoate,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.1,µg/L,Correcte,,,,,,,,
Métazachlore_OXA,le_Chèzine,CHEZINE_à_NANTES,20190103112037-PC-440877,2017-05-30,2017-05-31,0.01,µg/L,Correcte,,,,,,,,
Benzo(b)fluoranthène,le_Chèzine,CHEZINE_à_NANTES,20190103112043-PC-440880,2017-06-29,2017-06-30,0.0027,µg/L,Correcte,,,,,,,,
Méthidation,le_Chèzine,CHEZINE_à_NANTES,20190103112043-PC-440880,2017-06-29,2017-06-30,0.05,µg/L,Correcte,,,,,,,,
Mévinphos,le_Chèzine,CHEZINE_à_NANTES,20190103112043-PC-440880,2017-06-29,2017-06-30,0.1,µg/L,Correcte,,,,,,,,
Métolachlore_énant_S,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144136-PC-449854,2017-10-27,2017-10-27,0.1,µg/L,Correcte,,,,,,,,
Aldrine,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.001,µg/L,Correcte,,,,,,,,
Bromophos_éthyl,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.01,µg/L,Correcte,,,,,,,,
Turbidité-Secchi,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,,cm,Correcte,,,,,,,,
Cyproconazole,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.002,µg/L,Correcte,,,,,,,,
Teinte_de_l'eau,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,,X,Correcte,,,,,,,,
Diniconazole,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.005,µg/L,Correcte,,,,,,,,
Tebufenpyrad,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.02,µg/L,Correcte,,,,,,,,
Terbumeton_désethyl,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.002,µg/L,Correcte,,,,,,,,
Fluquinconazole,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.1,µg/L,Correcte,,,,,,,,
Oxadiargyl,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.02,µg/L,Correcte,,,,,,,,
Dipentyl_phtalate,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144154-PC-449864,2017-11-28,2017-11-28,0.5,µg/L,Correcte,,,,,,,,
PCB77,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.005,µg/L,Correcte,,,,,,,,
Métoxuron,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.002,µg/L,Correcte,,,,,,,,
Butylbenzène_tert,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.5,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.0367247347,-1.60241249955,,,,
PCB_170,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.001,µg/L,Correcte,,,,,,,,
Propachlore,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.002,µg/L,Correcte,,,,,,,,
Metconazole,la_Boulogne,BOULOGNE_à_SAINT-PHILBERT-DE-GRAND-LIEU,20190103144205-PC-449869,2017-12-20,2017-12-20,0.002,µg/L,Correcte,,,,,,,,
